label,review
1,非常不错、喜欢、喜欢、超喜欢！！！
0,说实话真的不怎么样，不过服务还可以。忘了一本书，后来快递给我了。
1,一口气买了两条，质量没有失望，还是挺好的，下次还会再来，支持，性价比高
1,散热相当好，简单，没有附送什么垃圾软件，屏幕是LED-LCD的，呵呵，比我自己用的强多了，样子比较商务，按键也还好哦，
1,中国最好的苹果产地，甘肃天水    比红富士好吃多了
1,苹果挺好吃的，颜色鲜艳，很甜，很脆，足斤足两的。是产自原产地的，发货速度快，比超市便宜，已经是第二次买了。
1,挺好的，很划算！跟朋友一起买了两套！不知道是不是正品用用看再评论
0,500多的普通标间，房间面积不足15平米，2张床连1.2米都没有
1,999财富版。之前问客服说是不赠手机壳的，实际收到是有的。新机开机后存储情况如图。像素对的起价格。比之前联想的外形瘦了一些，拿起来更方便。加油华为，加油京东。
1,离沟口近，可以在窗口看到进沟的人流，房间还行，就是我要存包服务员不太愿意。
1,支持华为，一如既往的好
1,质量不错，做工精致，款式简单大方时尚，服务细心、耐心，物流给力，祝生意兴隆
0,瓶子漏了，洗发水都流出来了，醉了
0,千万别去，虽然员工很尽心，但先天条及不足。在齐市没住过好酒店。我看还是试试如家吧。
0,z怎么发给我的又是白色的啊。不是说都是黑色的了么。郁闷。有点欺诈啊。。
0,这火龙果也是没谁了，最差劲?没有之一！京东生鲜？鲜字从何而来？这样的水果也能发出来？
1,还不错，来北京的首选．就是餐厅太贵．．．．．．
0,1、里外屏一体，如果不小心碰坏了外屏，那么呵呵得连里屏一块更换，听说要600元呢，希望我的不要那么倒霉！2、不能下载图片，没有数据线，不支持彩信。3、待机时间有点短，也就2天。
1,1，做工真的不错，小巧，适合出差用。 2，颜色还是黑色的好，至少做商务用不会觉的不稳重。 3，键盘尺寸还算合适，打字不会按错键。 4，TD的速度比WCDMA是差了一些，但是移动的服务至少比联通，电信强一些，速度无所谓，关键是服务。
1,东西很满意，快递速度很快，快递员的态度很好。一次愉快的购物
0,什么他妈酒店！ 后半夜一点打扫隔壁房间！！！！！！！！ 本来就隔音不好！服务员开隔壁门的时候就像在开我房门一样！本来就我一个人住，弄得跟来坏人了似的，给我吓完了都！真吓人！ 然后就开始在隔壁收拾，声音非常大！这酒店隔音的效果实在是太差了！出去让服务员小点声，他说知道了！过了十分钟收拾完走了。恶梦才刚刚开始，那个服务员就开始推着他那个破车在走廊里一遍一遍的来回走，没办法打电话到前台投诉，前台态度很好说马上让服务员停止，恩 好了有十五分钟之后又开始了！！！ 我真他妈服了她了！ 后半夜打扫房间！ 有这样的酒店吗？ 最后实在没办法 我穿上衣服开门站到走廊里照服务员，任凭我怎么叫 人家就是不答应，最后在走廊里一顿破口大骂！ 那个服务员也没有动静，这才算终于消停了。上床一看表 三点半！！！！！ 真没见过还有后半夜收拾房间的酒店！！！！！下决心再也不住这个酒店了！！！ 如果酒店能看到我的评价 我可以说我对以上的评价可以负责任！我是4月26日晚住进的，27号退房。住的是2010房间！ 您们可以核对！！！补充点评 2008年4月29日 ： 还有就是隔音真的很差！ 离我挺远的一个房间一对小情人在那嗨！ 也不知道是那女的叫的声音太大了 还是隔音不好，满走廊全都听见了嗷嗷的声音，听得叫人心里忐忑不安的！呵呵
0,"房间又小又不开空调,然后边上施工吵得要死,电梯没两分钟你别想等到,看似一幢很高的楼,其实才7--15层是酒店!说好1411是情侣房,到后来结帐又说情侣房也算商务房的价格.(实际上从价格单上看,情侣房跟普标一个价,比商务房便宜的)"
0,房间小得不像话，早餐差得不像话，绝对不会再光顾。隔壁的南国大酒店看上去不错。晚上想在酒店的餐厅吃饭，结果人家办婚宴，谢绝散客，郁闷！优点是地理位置不错，朝南的房间可以看富春江，可惜给我的所谓高级房是朝北的，怪不得人家说携程的客人比较受歧视。
0,物流这么慢，可以把火龙果这么不容易坏的东西都弄坏，我的经验是火龙果可以放半个月到一个月，现在就坏了我只能差评。
0,外壳真是指纹收集器，一摸就全是指纹，好在包装里带了块擦拭布
1,烟台的苹果确实不错 。脆且甜爽，这种包装，比我买中华血橙好多了，东西也没坏掉 。
0,差 很差 非常差 除了差 没别的
0,好垃圾 洗了之后头好痒 还好油
1,还可以，离汽车站也很近。离轮渡也很近，也比较干净。起先我预定了厦门元利酒店，结果上网还有时间限制就取消了，预定银河商务酒店，靠，服务垃圾极点，房间象招待所，比起恰年两家，着家才算是个酒店，不错，强烈推荐
0,酒店房间太封闭，空气不流通，这个价位住这样的房间不合算
1,非常好，是LTE，实用，华为现在越来越接近美国产品的品质利了，国产产品不再靠低价格吸引消费者，这真是质量的飞跃（我指的是华为p10）
0,比我想象中重很多，USB接口太少。还有这个VISTA系统起动太慢了，可能是我用不习惯的原因吧。
1,PDA丰富色彩还算逼真
1,送货速度快，服务质量好，京东自营有保障。
0,酒店大堂在写字楼6楼，房间在酒店管理办公室隔壁，和大堂一层，五星级酒店竟然没有衣柜，没有棉签，甚至没有淋浴房的门。床单有污迹，毛巾有浓重的消毒水味。服务很差，不给换房，订房前说683的协议价，续房竟然说738的房价。除了交通，没有可取之处。
1,我为什么喜欢在京东买东西，因为今天买明天就可以送到。我为什么每个商品的评价都一样，因为在京东买的东西太多太多了，导致积累了很多未评价的订单，所以我统一用段话作为评价内容。京东购物这么久，有买到很好的产品，也有买到比较坑的产品，如果我用这段话来评价，说明这款产品没问题，至少85分以上的产品。
1,"老熟客了,东西还是一如既往的好,货真价实的日货尾单,性价比突出，下次还会光顾的，衣服质量特别好。"
0,火龙果都是烂的，哎，失败的一次购物
1,苹果真的很好吃，脆脆的，香甜可口，同事求链接呢！第一次再京东上买水果，还是很可以的，没有自己想的那么糟糕，京东送货速度也是很快的，第二天就到了，很方便实惠，而且送货员很有耐心，很细心，大大的点赞！会再来的！
1,好几次拿起这本书，只读了开篇的十个约定就再也读不下去了，眼泪每次都充盈了眼眶。真是让人感动的约定，这十个约定不仅仅是“我”和狗狗的约定，也是亲人间对爱的渴望和追求。终于还是继续读了下去，作者文笔清新自然，仿佛身边的一个朋友在娓娓道来自己的故事。翻译的文笔也很流畅，看得出来是带着感情翻译的，所以很有感染力。是一本值得收藏的好书，将来读给我家宝宝听。
1,希望能生发希望能生发希望能生发希望能生发
1,一直用这款 ，非常不错，适合头发细软，中、油性，夏天用也是有薄荷清凉
1,给我男朋友买的，真的真的真的非常好看！跟图片一样无色差，虽然他还没穿！但是我觉得，等他瘦下来了，穿上去绝对帅，简直就是人见人爱花见花开，期待！准备再买一条！！！
1,"不错，百搭的裤型 【6】很修身，颜色很正 【7】质量很好，物超所值 【8】真的不好意思 由于我的粗心大意让**麻烦了好评,绝对的好评!下次再来，介绍倾情的同事朋友来购买,希望老板能便宜一点。 宝贝收到了，好喜欢啊。质感超好，无色差，穿上显得好有档次。买了它是正确的选择～～ 衣服收到了。桑蚕丝的，颜色"
1,"很不错的一家酒店,在当地来说是最好的了.客房设施在此价位相当到位,早餐口味及品种也很好,尤其是酒店的氛围绝对是优于临海其它酒店,感觉很好.补充点评 2008年7月9日 ： 很不错的一家酒店,在当地来说是最好的了.客房设施在此价位相当到位,早餐口味及品种也很好,尤其是酒店的氛围绝对是优于临海其它酒店,感觉很好."
0,我的孩子很喜欢。绘画精美，精彩。合适1岁多的小宝宝理解。我的孩子看到小熊生日的时候就哼生日歌；看到小猩猩笑别人尿床的时候，会学着小猩猩捂着嘴笑；看到小兔子因为掉了雪糕，张大嘴巴哭的时候，会笑；看到小河马的大嘴巴，会很喜欢地摸摸。。。这样有趣的阅读时刻数不胜数。这套书不错。不过阅读的过程中，孩子并不是能马上理解的，需要爸爸妈妈耐心地一遍又一遍地讲。呵呵。。。
0,酒店一般化，饭菜不行！
0,"从买，到收到裤子一直持续了半个月，服务态度真差，催了不给回复说你可以退货，这态度我也是醉了，一直投诉到京东,才慢悠悠收到货，超级恼火的一次购物"
0,我给的评分并不是平板的评分 我28号晚上10点多下的单子要的京准达次日上午9点至10点配送结果我一下等到29日下午四五点才收到 虽说客服给予了我相应的补偿但是对不起我还是给差评这个差评是给分拣部门的
0,目前看着不错反应很快。就是这次包装有点垃圾
0,很失望，书的内容乱糟糟，一点意思都没有。整个一个精神病医院，哪里像个心理诊所。看后大脑空白，心情一点都不轻松。想看书消遣的朋友这本书绝对不是最佳选择。
1,选择相信京东，品质第一，顾客至上。但愿店大不要欺主，始终为消费者提供物美价廉的商品。佛心感化有缘人，积德行善济苍生。
0,应该是假的，背面商标贴邹的一塌糊涂，自己家包装生产的吧，懒得退了
0,没有送膜和外壳，根本不是套装
1,穿着也好看，还挺帅气，不错不错，需要再来哦
1,这个酒店是当地最好的了，就是这样一个中小城市酒店价格不便宜，三种价格的房间其实区别不大，最便宜的就是没有地毯，木板的，最贵的只是送了两包咖啡，晚上偶尔有送花，所以自己来玩的可以住最便宜的。这个城市也就是这个酒店了。
1,酒店不错，房间干净整齐，服务也还好。希望在硬件设施上能再多多加强，那就好了哦。
1,外表是大部分女生的最爱类型，时尚美观，内存很大130万的摄像头也不错，我的电池性能超好，给家里打1小时电话都没事，还能再用起码1-2天。热键的设置也不错，很多功能直接调出。
1,这个平板刚到手看着还是不错的。之前一直用苹果但是导文件是真心不方便。这次希望可以。送的保护壳一般。快递箱子都开了，希望以后改进，但是快递小哥很给力不是他的错。以后还要仔细观察好使不好使。
0,就是801.11n的无线网卡不容易找路由器搭配。 对京东发货速度有点不满意，订单4天后才能够在ems网站上找到信息。ems走的挺快。下订单后5天收到货。货从ems网站查只走了一天。
1,把这本书送了很多朋友，送了时候我给他们说，书中的东西可能在世界上的每一个角落都正在发生。尤其你们公司里。家庭里，。哈哈，很多朋友的公司状况正如书中一样，处处隐患。一些30几岁的朋友看完后都说好。50几岁的，看完后，会意的告诉，他们早就看穿了。呵呵，总的来数很不错的。带这问题去读书，一定能找到你要的答案
1,对苹果还是很满意哒，虽然大大小小奇形怪状的都有，但是个个都很脆很甜也很多汁啊。
1,京东送货很快苹果收到了，就是太小了，味道还可以。
1,大爱平板，第一次买华为的产品，真心不错，真有国产品牌感到骄傲，支持国货，没毛病！！！！！
0,超级垃圾的火龙果，说是2斤但是加起来还不到1斤，小的可怜，欺骗消费者
0,外观不好看；外屏又十分窄小，看起时间很不方便！要想上网，只能通过WAP，可是WAP支持的版本低，是1.2版本，我们同事用的手机的WAP版本为2.0，网上资源和速度比1.2好许多。功能单一：无彩信功能！无短信群发功能！更别说JAVA或者MP3了！
1,有点吵，晚上吵的我都睡不着觉了，不过酒店环境还算新，
1,开始是bios没设置F12键，不能从光驱启动，后来是分区表坏了不能格式化分区，弄了半天才摸索去在DOS工具箱里修复分区表，后来就分区安系统了。 谢谢了，笔记本还行，没什么问题。
0,有3个坏的 有3个坏的 有三个坏的有三个坏的
1,很好！包装很到位！质量也不错！售后也好！好评！
1,今天上午刚刚收到，首先对京东快递的速度与服务点赞，包装很紧凑，一个小盒子竟然装了这六瓶，东西还没用，先好评了！
1,这个经常买，看介绍说没打蜡，只有天然果蜡，所以都连皮吃
1,裤子很好，面料很柔软有弹性，无色差。第一次买小了，173高132斤换了31码的，刚刚好。建议比较有肉的买大点，这裤子比较修身，大腿太多肉会不好看。
1,"酒店服务亲切,我们当时喝红酒没有开瓶器，打电话给客房部，专门给我们送了过来，非常感谢。同时麻将免费租借也是非常人性的服务。缺点是，酒店别墅的设备比较陈旧，早餐也比较单调。还有附近的交通实在是不怎么方便。补充点评 2008年6月23日 ： 没有吹风机希望可以准备。另外就是牧屋区和内部游览区增加一些指示牌就更好了，我朋友进去找马场找了好久，最后不得不打电话咨询。对了，还有客房部的服务人员非常好，我们退房的时候朋友拉下了手机，等我们走了以后，他们专门打电话过来。多谢阿"
1,在京东商城上买的自营商品，这次是京东6.18年中节活动价时候买的。感觉还是可以的。物美价廉，这次还是活动价，感觉还是不错的。挺划算的，挺实惠的。
1,反复买了好几件，不同颜色，和图片介绍一样，纯棉，家居休闲
1,平板很好用！很称心，就是保护套太难买了！不知京东商城有吗？
1,买来给90岁老人用，很好，很满意
1,试用了一下，还不错哦，物美廉价哦。
1,裤子穿上很合身。布料是我喜欢的那种。很适合在重要的场合穿，而且客服说话很客气，很好。快递还发顺丰。好评好评。
0,垃圾，地摊货
1,里面的内容都是作为家长在教育孩子的过程中都要要经历的，可看性很强。很有道理，现在我按照里面讲的模仿了些，结果孩子喜欢。特别是阅读这方面，我孩子本来就喜欢听我讲故事，阅读基础是有的。现在增加了点字读书，几天功夫，她也喜欢上点字读书。我不点牢读故事书，她还会觉得奇怪。呵呵！非常实用有值得每个妈妈思考的好书、
0,"一个字,差啊,冷啊,暖气没有.空调太差!"
1,上次买了还可以，就推荐朋友也买了一部，很好，很流畅
0,容易粘灰   系统非常不好装   现在流行的带备份的系统盘无法直接进入引导安装 毕竟不是所有人对这种情况都轻车熟路
0,在上海的中心地带还有这样旧的酒店已经算是奇迹了，也许是国企吧，只管赚钱不注重服务。房间很旧，设施太一般了。
1,很好用 洗头舒服，还会再买的！
0,屏幕色彩有点灰，后壳是塑料的，充电太慢了，刚到手还觉得有点卡。建议大家别买，还不如多花点钱买个苹果，国产华为竟然做成这样，还不如去买小米平板2，老子以后再也不买华为了，像素还垃圾
